5   3000    0.704584
5   1000    0.704074
5   800     0.747037
5   600     0.89678 
5   400     1.12615 
5   200     1.8322  
5   50      6.04495 

10  3000    0.713836
10  1000    0.711701
10  800     0.781371
10  600     0.909546
10  400     1.13218 
10  200     1.81838 
10  50      6.04652 

15  3000    0.681565
15  1000    0.715699
15  800     0.77173 
15  600     0.896478
15  400     1.13479 
15  200     1.83958 
15  50      6.0514  

20  3000    0.713348
20  1000    0.710994
20  800     0.775224
20  600     0.898041
20  400     1.13009 
20  200     1.83247 
20  50      6.04907 

25  3000    0.71128 
25  1000    0.705763
25  800     0.777112
25  600     0.891853
25  400     1.1346  
25  200     1.7424  
25  50      6.04673 

30  3000    0.712649
30  1000    0.667267
30  800     0.778973
30  600     0.89351 
30  400     1.1258  
30  200     1.82619 
30  50      6.03892 

35  3000    0.70542 
35  1000    0.701781
35  800     0.736751
35  600     0.899092
35  400     1.13598 
35  200     1.83237 
35  50      6.05443 

40  3000    0.706616
40  1000    0.706642
40  800     0.768538
40  600     0.906373
40  400     1.12544 
40  200     1.83226 
40  50      6.04924 

45  3000    0.706822
45  1000    0.709828
45  800     0.772718
45  600     0.894581
45  400     1.12099 
45  200     1.74846 
45  50      6.0338  

50  3000    0.701473
50  1000    0.707272
50  800     0.779216
50  600     0.896354
50  400     1.12391 
50  200     1.82079 
50  50      6.04809 

55  3000    0.708724
55  1000    0.717916
55  800     0.774319
55  600     0.89927 
55  400     1.13205 
55  200     1.81836 
55  50      6.04721 

60  3000    0.667667
60  1000    0.687959
60  800     0.799203
60  600     0.899137
60  400     1.13427 
60  200     1.82018 
60  50      6.04679 

80  3000    0.709513
80  1000    0.707284
80  800     0.778517
80  600     0.892618
80  400     1.12555 
80  200     1.85027 
80  50      6.0525  

120 3000    0.701852
120 1000    0.716196
120 800     0.758238
120 600     0.904888
120 400     1.13414 
120 200     1.82961 
120 50      6.04944 

160 3000    0.706086
160 1000    0.709302
160 800     0.775589
160 600     0.899526
160 400     1.12859 
160 200     1.82461 
160 50      6.03633 
