2.3	10	0.110924
2.3	20	0.348496
2.3	30	0.71589
2.3	40	1.17706
2.3	50	1.79694
2.3	60	2.60285
2.3	70	3.55921
2.3	80	4.48955
2.3	90	5.78596
2.3	100	7.05337
2.3	110	8.52373
2.3	120	10.2677
2.3	130	11.8573
2.3	140	13.9855
2.3	150	15.7119
2.3	160	17.7432
2.3	170	20.0376
2.3	180	22.0251
2.3	190	25.1622
2.3	200	27.5444

2.2	10	0.110542
2.2	20	0.335143
2.2	30	0.70569
2.2	40	1.18725
2.2	50	1.81376
2.2	60	2.61532
2.2	70	3.49427
2.2	80	4.64327
2.2	90	5.7257
2.2	100	7.15905
2.2	110	8.51581
2.2	120	10.1334
2.2	130	12.124
2.2	140	13.6233
2.2	150	15.8019
2.2	160	17.4446
2.2	170	20.2734
2.2	180	22.9517
2.2	190	24.3569
2.2	200	28.28

2.1	10	0.118522
2.1	20	0.37746
2.1	30	0.747713
2.1	40	1.34988
2.1	50	1.97542
2.1	60	2.89937
2.1	70	3.80821
2.1	80	5.01054
2.1	90	6.22713
2.1	100	7.77395
2.1	110	9.35488
2.1	120	10.8659
2.1	130	12.9961
2.1	140	14.8652
2.1	150	17.187
2.1	160	19.4317
2.1	170	22.1512
2.1	180	24.9076
2.1	190	27.5926
2.1	200	30.2828

2	10	0.121236
2	20	0.378193
2	30	0.76693
2	40	1.33863
2	50	2.05747
2	60	2.96211
2	70	3.88675
2	80	5.07331
2	90	6.35431
2	100	7.95464
2	110	9.61824
2	120	11.28
2	130	13.2425
2	140	15.4043
2	150	17.5001
2	160	19.8049
2	170	22.7862
2	180	25.2429
2	190	28.2412
2	200	31.7819

1.9	10	0.134975
1.9	20	0.387288
1.9	30	0.766853
1.9	40	1.42382
1.9	50	2.10588
1.9	60	3.03122
1.9	70	3.94353
1.9	80	5.2689
1.9	90	6.64628
1.9	100	8.14486
1.9	110	10.2549
1.9	120	11.814
1.9	130	13.5455
1.9	140	15.9625
1.9	150	18.2477
1.9	160	20.8328
1.9	170	23.1908
1.9	180	25.9405
1.9	190	28.9949
1.9	200	32.0266

1.8	10	0.126168
1.8	20	0.404375
1.8	30	0.84778
1.8	40	1.39893
1.8	50	2.21
1.8	60	3.1109
1.8	70	4.33303
1.8	80	5.50332
1.8	90	7.10855
1.8	100	8.60941
1.8	110	10.5512
1.8	120	12.2873
1.8	130	14.1373
1.8	140	16.6106
1.8	150	18.4556
1.8	160	21.4571
1.8	170	25.0613
1.8	180	27.5169
1.8	190	30.0347
1.8	200	32.9458

1.7	10	0.162419
1.7	20	0.433165
1.7	30	0.875168
1.7	40	1.5918
1.7	50	2.34698
1.7	60	3.40956
1.7	70	4.45991
1.7	80	6.06571
1.7	90	7.55846
1.7	100	9.0888
1.7	110	10.9047
1.7	120	13.055
1.7	130	15.0699
1.7	140	17.2129
1.7	150	20.3647
1.7	160	23.0233
1.7	170	25.6894
1.7	180	28.9097
1.7	190	32.1693
1.7	200	35.2509

1.6	10	0.149063
1.6	20	0.471347
1.6	30	0.962672
1.6	40	1.62515
1.6	50	2.50611
1.6	60	3.51646
1.6	70	4.72746
1.6	80	6.29283
1.6	90	7.82745
1.6	100	9.79917
1.6	110	11.4104
1.6	120	13.7796
1.6	130	16.1953
1.6	140	18.5886
1.6	150	21.3656
1.6	160	24.8133
1.6	170	27.704
1.6	180	30.9518
1.6	190	34.0122
1.6	200	37.9378

1.5	10	0.158109
1.5	20	0.493007
1.5	30	0.995317
1.5	40	1.75582
1.5	50	2.63143
1.5	60	3.70287
1.5	70	4.90566
1.5	80	6.55709
1.5	90	8.09328
1.5	100	10.1325
1.5	110	12.2611
1.5	120	14.5393
1.5	130	16.8245
1.5	140	19.6797
1.5	150	22.2834
1.5	160	25.1344
1.5	170	29.187
1.5	180	32.9953
1.5	190	35.2811
1.5	200	39.0146

1.4	10	0.159098
1.4	20	0.533653
1.4	30	1.01048
1.4	40	1.80611
1.4	50	2.70789
1.4	60	3.81231
1.4	70	5.21692
1.4	80	6.80959
1.4	90	8.53436
1.4	100	10.2863
1.4	110	12.7501
1.4	120	15.0284
1.4	130	17.5493
1.4	140	20.7494
1.4	150	24.0664
1.4	160	26.5753
1.4	170	30.3005
1.4	180	33.5356
1.4	190	36.7563
1.4	200	40.5148

1.3	10	0.167798
1.3	20	0.525614
1.3	30	1.11279
1.3	40	1.83457
1.3	50	2.88147
1.3	60	4.08286
1.3	70	5.444
1.3	80	6.94363
1.3	90	9.16931
1.3	100	10.9773
1.3	110	13.2451
1.3	120	15.6323
1.3	130	18.4782
1.3	140	21.8235
1.3	150	24.2113
1.3	160	28.7918
1.3	170	31.4433
1.3	180	35.1297
1.3	190	39.2585
1.3	200	43.5034

1.2	10	0.184605
1.2	20	0.570971
1.2	30	1.13388
1.2	40	1.91313
1.2	50	2.99597
1.2	60	4.3684
1.2	70	5.73742
1.2	80	7.50679
1.2	90	9.48246
1.2	100	11.8333
1.2	110	14.2479
1.2	120	17.6008
1.2	130	19.5332
1.2	140	22.523
1.2	150	25.9765
1.2	160	29.883
1.2	170	33.3549
1.2	180	36.7648
1.2	190	41.2172
1.2	200	46.5618

1.1	10	0.204474
1.1	20	0.602607
1.1	30	1.23512
1.1	40	2.1588
1.1	50	3.18655
1.1	60	4.68942
1.1	70	6.13311
1.1	80	8.09426
1.1	90	10.476
1.1	100	12.2404
1.1	110	15.5965
1.1	120	18.0377
1.1	130	20.7286
1.1	140	23.929
1.1	150	28.041
1.1	160	31.7821
1.1	170	36.3411
1.1	180	39.2247
1.1	190	45.3895
1.1	200	49.8331
