1     2.552041100
2     4.993302927
3     6.739499659
4     9.179898390
5     12.267656068
6     14.775718008
7     18.144706256
8     19.104923493
9     22.386461315
10    25.708173039
11    28.472614966
12    30.665155376
13    33.574832114
14    36.647885076
15    38.285113224
16    41.283044946
17    45.913082707
18    49.698713024
19    51.386560729
20    54.088406948
21    55.838205803
22    59.944657727
23    63.140362451
24    65.774338779
25    66.266011183
26    69.048786345
27    71.592562853
28    73.671505568
29    76.881232755
30    76.485065970
31    80.471379919
32    85.110606917
33    85.412112704
34    91.795650885
35    92.693022124
36    100.352563511
37    98.205507750
38    103.776495923
39    108.222265108
40    106.584747346
41    114.236468865
42    116.273698454
43    116.008019366
44    120.820030654
45    120.937656120
46    124.997743257
47    129.305033174
48    128.170291641
49    132.806137182
50    134.921625400
51    138.812588319
52    140.712812929
53    144.219910566
54    147.331052946
55    146.214619472
56    145.295355899
57    153.711974120
58    152.347966874
59    159.462905110
60    161.057438758
61    160.638085301
62    163.302721072
63    168.544865659
64    169.123246197
65    177.065063065
66    170.247224644
67    185.911886828
68    191.221252376
69    193.898446154
70    198.358100216
71    197.641685640
72    197.026476105
73    205.939364374
74    204.748573530
75    211.791532890
76    208.096118853
77    218.545814418
78    210.884957514
79    222.379968327
80    220.480513327
81    228.691660527
82    225.723865841
83    234.816081491
84    237.088746006
85    231.361990177
86    239.546940701
87    247.532051696
88    246.775574401
89    249.420384888
90    243.437608186
91    257.583944083
92    252.125493678
93    259.878844096
94    264.758128224
95    267.019867084
96    259.401839231
97    268.871819692
98    270.619936397
99    280.334674854
100   277.931381076
