512	    0.000305
1024	0.000656
1536	0.001034
2048	0.001327
2560	0.001847
3072	0.001930
3584	0.002246
4096	0.002564
4608	0.002916
5120	0.003319
5632	0.003546
6144	0.003953
6656	0.004133
7168	0.004526
7680	0.004902
8192	0.005042
