512	    0.000056
1024    0.000108
1536    0.000155
2048    0.000198
2560    0.000241
3072    0.000296
3584    0.000348
4096    0.000397
4608    0.000437
5120    0.000502
5632    0.000526
6144    0.000560
6656    0.000613
7168    0.000652
7680    0.000707
8192    0.000755
