512	    0.004039
1024	0.008302
1536	0.012544
2048	0.016717
2560	0.020617
3072	0.024509
3584	0.028521
4096	0.031345
4608	0.040105
5120	0.040331
5632	0.048406
6144	0.049176
6656	0.049106
7168	0.054804
7680	0.063346
8192	0.064923
