1       1000    0.518795
1       800     0.722035
1       600     0.825122
1       400     1.170087
1       200     2.171107
1       100     4.445291
1       50      8.451895
1       30      15.284139

5       1000    0.547362
5       800     0.641107
5       600     0.790564
5       400     1.134579
5       200     2.185932
5       100     4.898283
5       50      8.444593
5       30      15.877267

10      1000    0.531763
10      800     0.644711
10      600     0.904949
10      400     1.228663
10      200     2.223360
10      100     4.963428
10      50      8.459629
10      30      14.042665

20      1000    0.525663
20      800     0.631858
20      600     0.798182
20      400     1.234911
20      200     2.184747
20      100     4.942568
20      50      8.452691
20      30      14.045320

40      1000    0.522150
40      800     0.621323
40      600     0.899871
40      400     1.207342
40      200     2.175502
40      100     4.959492
40      50      8.454196
40      30      14.037751

60      1000    0.522934
60      800     0.661942
60      600     0.802309
60      400     1.125572
60      200     2.187439
60      100     4.958820
60      50      9.836515
60      30      16.340652

80      1000    0.535999
80      800     0.666832
80      600     0.902942
80      400     1.185222
80      200     2.290079
80      100     4.271427
80      50      9.836990
80      30      14.057383

100     1000    0.515318
100     800     0.644821
100     600     0.803432
100     400     1.215625
100     200     2.178133
100     100     4.266802
100     50      8.450580
100     30      14.642580

300     1000    0.532447
300     800     0.662984
300     600     0.811427
300     400     1.166631
300     200     2.203876
300     100     4.264063
300     50      9.839849
300     30      14.044196

500     1000    0.537851
500     800     0.636482
500     600     0.895414
500     400     1.142097
500     200     2.172589
500     100     4.964002
500     50      8.451667
500     30      16.337296
