1       1000    0.512047
1       800     0.572134
1       600     0.689381
1       400     0.953510
1       200     1.819795
1       100     3.558968
1       50      7.040603
1       30      11.689804

5       1000    0.503517
5       800     0.572600
5       600     0.684036
5       400     0.949281
5       200     1.821292
5       100     3.562950
5       50      7.040527
5       30      11.686214

10      1000    0.508801
10      800     0.570006
10      600     0.686393
10      400     0.954404
10      200     1.823736
10      100     3.564787
10      50      7.043172
10      30      11.687669

20      1000    0.508729
20      800     0.571515
20      600     0.685694
20      400     0.946407
20      200     1.824744
20      100     3.564071
20      50      7.047458
20      30      11.687553

40      1000    0.514654
40      800     0.575142
40      600     0.686657
40      400     0.954972
40      200     1.825488
40      100     3.565605
40      50      7.042048
40      30      11.683341

60      1000    0.509924
60      800     0.572536
60      600     0.689011
60      400     0.952324
60      200     1.822041
60      100     3.566205
60      50      7.040140
60      30      11.689663

80      1000    0.511406
80      800     0.570941
80      600     0.683728
80      400     0.950825
80      200     1.828581
80      100     3.567021
80      50      7.043255
80      30      11.700605

100     1000    0.505114
100     800     0.577254
100     600     0.685011
100     400     0.950240
100     200     1.825724
100     100     3.568144
100     50      7.053842
100     30      11.680605

300     1000    0.507254
300     800     0.569752
300     600     0.684284
300     400     0.950437
300     200     1.824359
300     100     3.568827
300     50      7.038977
300     30      11.697668

500     1000    0.509842
500     800     0.572014
500     600     0.683074
500     400     0.950782
500     200     1.820962
500     100     3.567266
500     50      7.040496
500     30      11.684323
