10      0.09 
128     0.51 
256     1.97 
384     1.29 
512     3.37 
640     4.49 
768     3.68 
896     3.71 
1024    7.41 
1152    9.29 
1280    8.70 
1408    9.85 
1536    11.17
1664    7.25 
1792    13.23
1920    6.55 
2048    13.26
2176    10.81
2304    13.11
2432    10.24
2560    19.16
2688    17.26
2816    19.30
2944    23.24
3072    26.17
3200    21.23
3328    19.09
3456    26.29
3584    17.84
3712    27.57
3840    16.81
3968    22.86
4096    29.63
