512	    0.003522
1024	0.008478
1536	0.010798
2048	0.016355
2560	0.019441
3072	0.023076
3584	0.030147
4096	0.030867
4608	0.036166
5120	0.039957
5632	0.049545
6144	0.046664
6656	0.056377
7168	0.062014
7680	0.059673
8192	0.069584
