512	    0.000456
1024	0.000886
1536	0.001229
2048	0.001790
2560	0.002066
3072	0.002309
3584	0.002866
4096	0.002980
4608	0.003292
5120	0.003918
5632	0.004259
6144	0.004774
6656	0.004945
7168	0.005461
7680	0.005427
8192	0.005942
